metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
qdrant.app.status.recovery.mode.count,count,,,,If Qdrant is currently started in recovery mode,0,qdrant,qdrant app status recovery mode,
qdrant.collections.total,gauge,,,,Number of collections,0,qdrant,qdrant collections total,
qdrant.collections.vector.total,gauge,,,,Total number of vectors in all collections,0,qdrant,qdrant collections vector total,
qdrant.collections.full.total,gauge,,,,Number of full collections,0,qdrant,qdrant collections full total,
qdrant.collections.aggregated.total,gauge,,,,Number of aggregated collections,0,qdrant,qdrant collections aggregrated total,
qdrant.rest.responses.count,count,,,,Total number of responses through REST API,0,qdrant,qdrant rest responses total couter,
qdrant.rest.responses.fail.count,count,,,,Total number of failed responses through REST API,0,qdrant,qdrant rest responses fail total,
qdrant.rest.responses.avg.duration.seconds,gauge,,second,,Average response duration in REST API,0,qdrant,qdrant rest responses avg duration seconds,
qdrant.rest.responses.min.duration.seconds,gauge,,second,,Minimum response duration in REST API,0,qdrant,qdrant rest responses min duration seconds,
qdrant.rest.responses.max.duration.seconds,gauge,,second,,Maximum response duration in REST API,0,qdrant,qdrant rest responses max duration seconds,
qdrant.grpc.responses.count,count,,,,Total number of responses through gRPC API,0,qdrant,qdrant grpc responses total,
qdrant.grpc.responses.fail.count,count,,,,Total number of failed responses through gRPC API,0,qdrant,qdrant grpc responses fail total,
qdrant.grpc.responses.avg.duration.seconds,gauge,,second,,Average response duration in gRPC API,0,qdrant,qdrant grpc responses average duration seconds,
qdrant.grpc.responses.min.duration.seconds,gauge,,second,,Minimum response duration in gRPC API,0,qdrant,qdrant grpc responses min duration seconds,
qdrant.grpc.responses.max.duration.seconds,gauge,,second,,Maximum response duration in gRPC API,0,qdrant,qdrant grpc responses max duration seconds,
qdrant.cluster.enabled.count,count,,,,Whether the cluster support is enabled,0,qdrant,qdrant cluster enabled,
qdrant.cluster.peers.total,gauge,,,,Total number of cluster peers,0,qdrant,qdrant cluster peers total,
qdrant.cluster.term.count,count,,,,Current cluster term,0,qdrant,qdrant cluster term,
qdrant.cluster.commit.count,count,,,,Index of last committed operation cluster peer is aware of,0,qdrant,qdrant cluster commit,
qdrant.cluster.pending.operations.total,gauge,,,,	Total number of pending operations for cluster peer,0,qdrant,qdrant cluster pending operations,
qdrant.cluster.voter,gauge,,,,Whether the cluster peer is a voter or learner,0,qdrant,qdrant cluster voter,
